match_id,match_date,home_points,away_points,season,opponent_team,city,Match_arena,home_fg_per,away_fg_per,home_ft_per,away_ft_per,FG3_PCT_home,FG3_PCT_away,home_assists,away_assists,home_rebounds,away_rebounds,home_wins
22001076,2021-05-16,132.0,116.0,2020,Wisconsin Herd,Philadelphia,Chesapeake Energy Arena,0.529,0.449,0.846,0.9329999999999999,0.419,0.37799999999999995,24.0,20.0,51.0,36.0,1
22001077,2021-05-16,99.0,121.0,2020,Oklahoma City Blue,Charlotte,Moda Center,0.467,0.47700000000000004,0.6,0.84,0.3,0.462,24.0,28.0,39.0,50.0,0
22001060,2021-05-15,105.0,91.0,2020,Iowa Wolves,Brooklyn,Bankers Life Fieldhouse,0.47100000000000003,0.34700000000000003,0.6,0.706,0.41200000000000003,0.268,26.0,24.0,52.0,52.0,1
22001061,2021-05-15,115.0,122.0,2020,Fort Wayne Mad Ants,Orlando,Golden 1 Center,0.517,0.47700000000000004,0.737,0.8059999999999999,0.273,0.379,28.0,25.0,37.0,45.0,0
22001064,2021-05-15,118.0,109.0,2020,Stockton Kings,Atlanta,Pepsi Center,0.511,0.382,0.8,0.75,0.43200000000000005,0.265,29.0,28.0,50.0,51.0,1
22001063,2021-05-15,108.0,124.0,2020,Austin Spurs,Portland,AT&T Center,0.41100000000000003,0.484,0.735,0.778,0.135,0.429,22.0,27.0,51.0,44.0,0
22001065,2021-05-15,103.0,140.0,2020,Austin Spurs,Miami,Chase Center,0.44299999999999995,0.5529999999999999,0.875,0.955,0.154,0.455,23.0,32.0,41.0,47.0,0
22001062,2021-05-15,122.0,108.0,2020,Erie Bayhawks,Miami,Barclays Center,0.535,0.41700000000000004,0.708,0.75,0.371,0.449,29.0,25.0,48.0,38.0,1
22000204,2021-05-14,120.0,105.0,2020,Wisconsin Herd,Golden State,Vivint Smart Home Arena,0.461,0.46399999999999997,0.838,0.81,0.28,0.278,23.0,24.0,47.0,44.0,1
22001054,2021-05-14,91.0,104.0,2020,Wisconsin Herd,Chicago,Pepsi Center,0.41,0.488,0.7390000000000001,0.7859999999999999,0.162,0.281,21.0,29.0,41.0,49.0,0
22001055,2021-05-14,122.0,97.0,2020,Agua Caliente Clippers of Ontario,Orlando,Chesapeake Energy Arena,0.473,0.39799999999999996,0.9470000000000001,0.75,0.47100000000000003,0.33299999999999996,35.0,21.0,46.0,44.0,1
22001056,2021-05-14,93.0,109.0,2020,Oklahoma City Blue,Detroit,Spectrum Center,0.429,0.43,0.938,0.762,0.316,0.33299999999999996,13.0,23.0,45.0,53.0,0
22000263,2021-05-14,107.0,106.0,2020,Delaware Blue Coats,Chicago,Chesapeake Energy Arena,0.44,0.385,0.629,0.815,0.33299999999999996,0.23800000000000002,23.0,21.0,49.0,56.0,1
22001057,2021-05-14,114.0,110.0,2020,Canton Charge,Phoenix,TD Garden,0.433,0.494,0.905,0.765,0.405,0.342,27.0,19.0,42.0,44.0,1
22001058,2021-05-14,122.0,115.0,2020,Delaware Blue Coats,Detroit,Bankers Life Fieldhouse,0.535,0.484,0.727,0.9329999999999999,0.37799999999999995,0.314,30.0,29.0,41.0,35.0,1
22001059,2021-05-14,125.0,122.0,2020,Capital City Go-Go,Detroit,State Farm Arena,0.483,0.465,0.8,0.679,0.436,0.40700000000000003,29.0,21.0,46.0,51.0,1
22001047,2021-05-13,90.0,113.0,2020,Delaware Blue Coats,Orlando,United Center,0.39299999999999996,0.5329999999999999,0.789,0.75,0.273,0.467,24.0,28.0,35.0,44.0,0
22001048,2021-05-13,133.0,142.0,2020,South Bay Lakers,Oklahoma City,Chesapeake Energy Arena,0.455,0.574,0.8,0.742,0.488,0.36700000000000005,34.0,34.0,40.0,51.0,0
22000458,2021-05-13,102.0,98.0,2020,Grand Rapids Drive,Orlando,Target Center,0.40700000000000003,0.418,1.0,0.8420000000000001,0.4,0.28600000000000003,23.0,22.0,48.0,47.0,1
22001049,2021-05-13,116.0,93.0,2020,Capital City Go-Go,Toronto,Amway Center,0.436,0.38299999999999995,0.833,0.667,0.389,0.306,19.0,24.0,49.0,51.0,1
22001050,2021-05-13,106.0,94.0,2020,Agua Caliente Clippers of Ontario,San Antonio,Wells Fargo Center,0.506,0.462,1.0,0.75,0.371,0.28,26.0,20.0,47.0,30.0,1
22000255,2021-05-13,116.0,110.0,2020,Stockton Kings,Houston,Vivint Smart Home Arena,0.5,0.43799999999999994,0.833,0.643,0.33299999999999996,0.415,30.0,33.0,48.0,35.0,1
22001051,2021-05-13,114.0,102.0,2020,Westchester Knicks,Houston,Talking Stick Resort Arena,0.542,0.444,0.7,0.556,0.47200000000000003,0.33299999999999996,31.0,24.0,51.0,32.0,1
22001052,2021-05-13,103.0,114.0,2020,Erie Bayhawks,New Orleans,Staples Center,0.425,0.479,0.594,0.909,0.39,0.33299999999999996,20.0,30.0,43.0,53.0,0
22001053,2021-05-13,118.0,117.0,2020,Delaware Blue Coats,Orlando,Quicken Loans Arena,0.466,0.5429999999999999,0.885,0.778,0.406,0.455,22.0,23.0,42.0,33.0,1
22001042,2021-05-12,120.0,116.0,2020,Stockton Kings,Oklahoma City,State Farm Arena,0.512,0.446,0.7859999999999999,0.8420000000000001,0.303,0.345,22.0,29.0,51.0,42.0,1
22001043,2021-05-12,128.0,116.0,2020,Erie Bayhawks,Brooklyn,Chase Center,0.608,0.426,0.741,0.815,0.429,0.258,33.0,21.0,43.0,46.0,1
22001044,2021-05-12,102.0,94.0,2020,Grand Rapids Drive,Boston,Quicken Loans Arena,0.45,0.35600000000000004,0.815,0.7140000000000001,0.33299999999999996,0.293,27.0,14.0,55.0,46.0,1
22000154,2021-05-12,125.0,107.0,2020,Westchester Knicks,Brooklyn,Pepsi Center,0.49,0.414,0.8,0.737,0.33299999999999996,0.25,23.0,18.0,48.0,44.0,1
22001045,2021-05-12,98.0,105.0,2020,Sioux Falls Skyforce,Detroit,Moda Center,0.41200000000000003,0.44,0.762,0.706,0.3,0.406,15.0,17.0,53.0,39.0,0
22001046,2021-05-12,124.0,122.0,2020,Sioux Falls Skyforce,Chicago,American Airlines Center,0.5710000000000001,0.506,0.591,0.667,0.35,0.429,28.0,33.0,41.0,41.0,1
22000448,2021-05-11,112.0,117.0,2020,Stockton Kings,Boston,Golden 1 Center,0.462,0.494,0.85,0.846,0.282,0.39399999999999996,30.0,26.0,49.0,38.0,0
22001033,2021-05-11,100.0,119.0,2020,Westchester Knicks,Portland,American Airlines Center,0.467,0.45899999999999996,0.769,0.7140000000000001,0.435,0.292,21.0,30.0,46.0,44.0,0
22001032,2021-05-11,121.0,129.0,2020,Sioux Falls Skyforce,Toronto,AT&T Center,0.523,0.593,0.647,0.773,0.486,0.5329999999999999,31.0,25.0,32.0,43.0,0
22001034,2021-05-11,96.0,115.0,2020,Greensboro Swarm,Dallas,United Center,0.40700000000000003,0.5,0.8420000000000001,1.0,0.27,0.344,21.0,25.0,35.0,49.0,0
22001035,2021-05-11,103.0,94.0,2020,Raptors 905,Brooklyn,Moda Center,0.446,0.43700000000000006,0.938,0.7140000000000001,0.341,0.308,28.0,23.0,45.0,35.0,1
22001036,2021-05-11,107.0,115.0,2020,Iowa Wolves,Golden State,Little Caesars Arena,0.406,0.47200000000000003,0.7859999999999999,0.76,0.409,0.364,21.0,32.0,45.0,51.0,0
22001037,2021-05-11,133.0,104.0,2020,Stockton Kings,Atlanta,Fiserv Forum,0.573,0.42,0.938,0.9470000000000001,0.485,0.316,32.0,23.0,44.0,35.0,1
22001038,2021-05-11,114.0,102.0,2020,Texas Legends,Washington,Chesapeake Energy Arena,0.426,0.415,0.741,0.7,0.242,0.33299999999999996,16.0,18.0,63.0,52.0,1
22001039,2021-05-11,122.0,116.0,2020,Canton Charge,Toronto,Talking Stick Resort Arena,0.495,0.519,0.85,0.9,0.275,0.43200000000000005,33.0,26.0,40.0,36.0,1
22001040,2021-05-11,122.0,106.0,2020,Rio Grande Valley Vipers,Oklahoma City,Staples Center,0.512,0.46399999999999997,0.789,0.679,0.48700000000000004,0.391,28.0,22.0,40.0,45.0,1
22001041,2021-05-11,101.0,99.0,2020,Capital City Go-Go,Milwaukee,FedExForum,0.41600000000000004,0.391,0.789,0.9129999999999999,0.429,0.345,31.0,19.0,53.0,41.0,1
22001026,2021-05-10,125.0,124.0,2020,Oklahoma City Blue,Los Angeles,Little Caesars Arena,0.479,0.51,0.885,0.818,0.33299999999999996,0.5,23.0,28.0,55.0,42.0,1
22001027,2021-05-10,102.0,111.0,2020,Greensboro Swarm,Golden State,FedExForum,0.355,0.5,0.767,0.75,0.33299999999999996,0.40700000000000003,21.0,32.0,50.0,47.0,0
22001028,2021-05-10,115.0,110.0,2020,Iowa Wolves,Atlanta,Golden 1 Center,0.495,0.44299999999999995,0.593,0.667,0.3,0.435,33.0,29.0,49.0,50.0,1
22001029,2021-05-10,146.0,125.0,2020,Texas Legends,Memphis,Barclays Center,0.596,0.5,0.81,0.7829999999999999,0.586,0.317,27.0,26.0,46.0,34.0,1
22001030,2021-05-10,119.0,116.0,2020,Oklahoma City Blue,Memphis,Capital One Arena,0.466,0.451,0.92,0.875,0.33299999999999996,0.295,26.0,14.0,41.0,48.0,1
22001031,2021-05-10,140.0,129.0,2020,Agua Caliente Clippers of Ontario,New York,FedExForum,0.511,0.494,0.8,0.9640000000000001,0.45,0.474,30.0,30.0,47.0,44.0,1
22000145,2021-05-09,124.0,130.0,2020,Capital City Go-Go,Philadelphia,Quicken Loans Arena,0.542,0.573,0.8,0.909,0.368,0.457,29.0,30.0,34.0,35.0,0
22001019,2021-05-09,100.0,106.0,2020,Santa Cruz Warriors,Houston,TD Garden,0.43,0.467,0.875,1.0,0.34299999999999997,0.406,24.0,25.0,43.0,45.0,0
22001020,2021-05-09,110.0,112.0,2020,Maine Red Claws,Minnesota,Chase Center,0.442,0.469,0.722,0.455,0.35100000000000003,0.324,22.0,26.0,46.0,51.0,0
22001021,2021-05-09,97.0,124.0,2020,Lakeland Magic,Utah,Talking Stick Resort Arena,0.384,0.5379999999999999,0.645,0.818,0.355,0.385,18.0,33.0,38.0,42.0,0
22001022,2021-05-09,96.0,128.0,2020,Random Team Name,Brooklyn,Staples Center,0.396,0.485,0.682,0.75,0.25,0.35600000000000004,20.0,30.0,45.0,57.0,0
22001023,2021-05-09,96.0,108.0,2020,Grand Rapids Drive,Phoenix,Smoothie King Center,0.456,0.512,0.591,0.7140000000000001,0.40700000000000003,0.375,22.0,27.0,37.0,43.0,0
22001024,2021-05-09,123.0,110.0,2020,Stockton Kings,Washington,AmericanAirlines Arena,0.488,0.534,0.78,0.84,0.433,0.44,24.0,23.0,41.0,32.0,1
22001025,2021-05-09,126.0,98.0,2020,Delaware Blue Coats,Los Angeles,AmericanAirlines Arena,0.529,0.391,0.833,0.655,0.444,0.297,30.0,23.0,51.0,38.0,1
22001012,2021-05-08,132.0,133.0,2020,Oklahoma City Blue,Detroit,Vivint Smart Home Arena,0.48100000000000004,0.445,0.833,0.867,0.24100000000000002,0.281,33.0,26.0,49.0,60.0,0
22001013,2021-05-08,118.0,104.0,2020,Texas Legends,Denver,Bankers Life Fieldhouse,0.488,0.488,0.871,0.688,0.3,0.324,22.0,22.0,44.0,44.0,1
22001014,2021-05-08,99.0,109.0,2020,Maine Red Claws,Golden State,United Center,0.38299999999999995,0.447,0.708,0.731,0.313,0.326,18.0,24.0,46.0,56.0,0
22001015,2021-05-08,119.0,125.0,2020,Delaware Blue Coats,New York,Chesapeake Energy Arena,0.457,0.621,0.9129999999999999,0.818,0.341,0.516,21.0,27.0,33.0,35.0,0
22001016,2021-05-08,124.0,116.0,2020,Agua Caliente Clippers of Ontario,Washington,AmericanAirlines Arena,0.529,0.439,0.905,0.706,0.395,0.353,28.0,25.0,49.0,40.0,1
22001017,2021-05-08,136.0,97.0,2020,Rio Grande Valley Vipers,Orlando,Moda Center,0.58,0.40399999999999997,0.833,0.6,0.5,0.243,31.0,21.0,46.0,41.0,1
22001018,2021-05-08,124.0,102.0,2020,Memphis Hustle,Chicago,Capital One Arena,0.46399999999999997,0.39799999999999996,0.733,0.87,0.353,0.267,24.0,17.0,63.0,40.0,1
22001003,2021-05-07,109.0,107.0,2020,Fort Wayne Mad Ants,Orlando,Scotiabank Arena,0.447,0.406,0.818,0.727,0.429,0.25,27.0,26.0,51.0,52.0,1
22000160,2021-05-07,121.0,99.0,2020,Capital City Go-Go,Utah,Moda Center,0.434,0.40700000000000003,0.9440000000000001,0.7829999999999999,0.45,0.282,26.0,19.0,52.0,47.0,1
22001004,2021-05-07,122.0,112.0,2020,Westchester Knicks,Toronto,Toyota Center,0.494,0.418,0.758,0.75,0.273,0.3,28.0,19.0,51.0,47.0,1
22001005,2021-05-07,121.0,112.0,2020,Windy City Bulls,Detroit,FedExForum,0.506,0.48200000000000004,0.741,0.667,0.406,0.27,27.0,27.0,37.0,41.0,1
22001006,2021-05-07,141.0,133.0,2020,Long Island Nets,Portland,Golden 1 Center,0.537,0.5,0.87,0.667,0.413,0.47200000000000003,30.0,36.0,53.0,37.0,1
22001007,2021-05-07,110.0,90.0,2020,Sioux Falls Skyforce,Charlotte,FedExForum,0.494,0.386,0.818,0.769,0.313,0.207,21.0,17.0,45.0,43.0,1
22001008,2021-05-07,127.0,120.0,2020,Rio Grande Valley Vipers,San Antonio,Target Center,0.483,0.518,0.87,0.85,0.457,0.447,27.0,31.0,38.0,38.0,1
22001009,2021-05-07,128.0,105.0,2020,Random Team Name,Cleveland,Golden 1 Center,0.467,0.452,0.96,0.7829999999999999,0.439,0.344,26.0,24.0,45.0,41.0,1
22001010,2021-05-07,106.0,101.0,2020,Salt Lake City Stars,Golden State,AT&T Center,0.42,0.41600000000000004,0.9520000000000001,0.727,0.324,0.36700000000000005,22.0,19.0,44.0,49.0,1
22001011,2021-05-07,104.0,113.0,2020,Northern Arizona Suns,Houston,Capital One Arena,0.488,0.517,0.6,0.895,0.406,0.182,27.0,20.0,35.0,44.0,0
22000434,2021-05-06,99.0,120.0,2020,Rio Grande Valley Vipers,Los Angeles,Smoothie King Center,0.42200000000000004,0.505,0.389,0.588,0.457,0.486,29.0,33.0,45.0,56.0,0
22000997,2021-05-06,129.0,131.0,2020,Erie Bayhawks,Chicago,Staples Center,0.44799999999999995,0.436,0.778,0.8370000000000001,0.368,0.433,23.0,29.0,50.0,47.0,0
22000998,2021-05-06,113.0,109.0,2020,Lakeland Magic,Milwaukee,AT&T Center,0.449,0.43200000000000005,0.6920000000000001,0.9329999999999999,0.441,0.35100000000000003,23.0,18.0,51.0,51.0,1
22000999,2021-05-06,111.0,97.0,2020,Stockton Kings,Philadelphia,Target Center,0.53,0.42700000000000005,0.857,0.647,0.39299999999999996,0.27,24.0,25.0,39.0,42.0,1
22001000,2021-05-06,133.0,126.0,2020,Sioux Falls Skyforce,Sacramento,United Center,0.621,0.511,0.895,0.833,0.4,0.405,35.0,27.0,36.0,34.0,1
22001001,2021-05-06,118.0,97.0,2020,Wisconsin Herd,Miami,Chesapeake Energy Arena,0.488,0.409,0.833,0.8,0.40399999999999997,0.231,36.0,21.0,49.0,39.0,1
22001002,2021-05-06,118.0,94.0,2020,Stockton Kings,Washington,AmericanAirlines Arena,0.532,0.379,0.885,0.621,0.419,0.278,23.0,21.0,48.0,34.0,1
22000990,2021-05-05,96.0,132.0,2020,Texas Legends,Washington,Quicken Loans Arena,0.38799999999999996,0.531,0.857,0.75,0.24,0.467,13.0,28.0,45.0,45.0,0
22000991,2021-05-05,105.0,141.0,2020,Northern Arizona Suns,Detroit,AT&T Center,0.402,0.5760000000000001,0.6920000000000001,0.76,0.342,0.485,23.0,26.0,42.0,54.0,0
22000183,2021-05-05,135.0,139.0,2020,Random Team Name,Atlanta,Staples Center,0.521,0.536,0.818,0.75,0.48700000000000004,0.483,32.0,30.0,41.0,46.0,0
22000235,2021-05-05,135.0,134.0,2020,Maine Red Claws,Minnesota,Target Center,0.539,0.49,0.75,0.7440000000000001,0.486,0.364,30.0,27.0,45.0,43.0,1
22000992,2021-05-05,135.0,103.0,2020,South Bay Lakers,Brooklyn,Amway Center,0.631,0.418,0.889,0.862,0.5,0.375,35.0,19.0,46.0,30.0,1
22000993,2021-05-05,93.0,104.0,2020,Texas Legends,Charlotte,Chase Center,0.434,0.45299999999999996,0.706,0.7140000000000001,0.36,0.25,26.0,21.0,48.0,48.0,0
22000994,2021-05-05,115.0,135.0,2020,Stockton Kings,Dallas,Scotiabank Arena,0.452,0.532,0.778,0.909,0.37799999999999995,0.429,28.0,26.0,38.0,47.0,0
22000995,2021-05-05,113.0,97.0,2020,Random Team Name,Boston,Chase Center,0.381,0.384,0.818,0.667,0.308,0.371,23.0,18.0,63.0,42.0,1
22000996,2021-05-05,126.0,94.0,2020,Sioux Falls Skyforce,San Antonio,AmericanAirlines Arena,0.557,0.402,0.7140000000000001,0.65,0.439,0.304,24.0,22.0,53.0,35.0,1
22000983,2021-05-04,118.0,134.0,2020,Santa Cruz Warriors,Chicago,Vivint Smart Home Arena,0.456,0.524,0.852,0.9229999999999999,0.44799999999999995,0.387,29.0,35.0,42.0,48.0,0
22000984,2021-05-04,99.0,102.0,2020,Texas Legends,Miami,Pepsi Center,0.45899999999999996,0.409,0.6,0.75,0.281,0.258,21.0,23.0,46.0,51.0,0
22000985,2021-05-04,124.0,118.0,2020,Canton Charge,Oklahoma City,Talking Stick Resort Arena,0.449,0.488,0.815,0.615,0.37799999999999995,0.465,23.0,21.0,55.0,39.0,1
22000986,2021-05-04,113.0,127.0,2020,Random Team Name,Los Angeles,United Center,0.46399999999999997,0.529,0.81,0.722,0.439,0.45799999999999996,30.0,26.0,39.0,44.0,0
22000987,2021-05-04,108.0,103.0,2020,Raptors 905,Washington,Staples Center,0.402,0.419,0.818,0.7140000000000001,0.4,0.377,28.0,22.0,57.0,48.0,1
22000988,2021-05-04,99.0,103.0,2020,Wisconsin Herd,Toronto,American Airlines Center,0.35700000000000004,0.41100000000000003,0.72,0.813,0.306,0.27899999999999997,21.0,25.0,57.0,49.0,0
22000989,2021-05-04,105.0,100.0,2020,Westchester Knicks,Portland,Amway Center,0.52,0.46,0.9229999999999999,0.615,0.441,0.34299999999999997,28.0,22.0,42.0,37.0,1
22000975,2021-05-03,112.0,119.0,2020,Texas Legends,Miami,Spectrum Center,0.473,0.511,0.722,0.76,0.314,0.435,24.0,27.0,42.0,48.0,0
22000976,2021-05-03,154.0,141.0,2020,Random Team Name,Indiana,Target Center,0.612,0.495,0.792,0.84,0.409,0.519,50.0,28.0,44.0,45.0,1
22000977,2021-05-03,108.0,123.0,2020,Random Team Name,Miami,State Farm Arena,0.433,0.534,0.7809999999999999,0.857,0.2,0.386,20.0,31.0,47.0,38.0,0
22000978,2021-05-03,123.0,114.0,2020,Capital City Go-Go,Denver,United Center,0.524,0.45299999999999996,0.833,0.7859999999999999,0.488,0.415,32.0,25.0,49.0,39.0,1
22000979,2021-05-03,94.0,106.0,2020,Capital City Go-Go,Toronto,Moda Center,0.414,0.5329999999999999,0.7859999999999999,0.7140000000000001,0.324,0.39299999999999996,25.0,23.0,40.0,44.0,0
22000980,2021-05-03,104.0,118.0,2020,Wisconsin Herd,Boston,Amway Center,0.395,0.506,0.833,0.778,0.39,0.519,26.0,19.0,46.0,45.0,0
22000981,2021-05-03,110.0,99.0,2020,Sioux Falls Skyforce,San Antonio,Amway Center,0.5,0.467,0.688,1.0,0.306,0.278,22.0,25.0,50.0,37.0,1
22000982,2021-05-03,93.0,89.0,2020,Oklahoma City Blue,Golden State,Staples Center,0.43799999999999994,0.439,0.696,0.688,0.433,0.25,18.0,22.0,43.0,41.0,1
22000967,2021-05-02,117.0,114.0,2020,Northern Arizona Suns,Milwaukee,AT&T Center,0.49,0.42700000000000005,0.5,0.882,0.405,0.405,19.0,18.0,45.0,53.0,1
22000968,2021-05-02,119.0,129.0,2020,Grand Rapids Drive,Dallas,Staples Center,0.483,0.518,0.867,0.846,0.513,0.5,29.0,27.0,45.0,36.0,0
22000969,2021-05-02,111.0,121.0,2020,South Bay Lakers,Denver,Fiserv Forum,0.494,0.511,0.773,0.741,0.424,0.289,30.0,30.0,39.0,42.0,0
22000970,2021-05-02,99.0,111.0,2020,Salt Lake City Stars,Minnesota,Moda Center,0.42,0.556,0.8059999999999999,0.625,0.171,0.39299999999999996,16.0,27.0,40.0,38.0,0
22000971,2021-05-02,97.0,122.0,2020,Sioux Falls Skyforce,Phoenix,Toyota Center,0.43,0.523,0.6559999999999999,0.875,0.22899999999999998,0.514,19.0,22.0,47.0,38.0,0
22000972,2021-05-02,120.0,123.0,2020,Stockton Kings,Orlando,AT&T Center,0.489,0.536,0.708,0.778,0.433,0.387,23.0,27.0,47.0,39.0,0
22000973,2021-05-02,111.0,113.0,2020,Maine Red Claws,Charlotte,Staples Center,0.44799999999999995,0.447,0.765,0.72,0.387,0.36700000000000005,20.0,23.0,48.0,49.0,0
22000974,2021-05-02,114.0,121.0,2020,Random Team Name,Portland,Chase Center,0.48200000000000004,0.447,0.677,0.71,0.379,0.395,32.0,24.0,44.0,49.0,0
